id,topic,question,answer,score,match_type,token_weights
444,account_access,Can I log in without access to registered email?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0"
445,account_access,Can I log in without access to company email?,"The page does not present it as a direct answer; instead, it states that the account help page says users can verify their admin dashboard for account user@example.com by verifying the email link and then setting a new password.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
446,account_access,Can I log in without access to registered email?,"A paragraph says email access is sometimes required, although it gives no alternative for users without registered email.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0"
447,account_access,Please help: Can I log in without access to company email?,"A note in the middle of the article adds that the billing article explains invoice downloads, but it does not help with login or account access.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
448,account_access,I cannot access password because it says account locked; what should I do?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
449,account_access,I cannot access password because it says too many attempts; what should I do?,"After several unrelated lines about customer service, the page says: the account help page says users can reset their password for account client ID 7788 by verifying the email link and then setting a new password. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
450,account_access,I cannot access admin dashboard because it says invalid code; what should I do?,"A note in the middle of the article adds that the guide notes that login problems may require verification, but it does not mention account account A123 or the exact invalid code message.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
451,account_access,How can I unlock my customer account for account account A123?,"The page does not present it as a direct answer; instead, it states that the billing article explains invoice downloads, but it does not help with login or account access.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
452,account_access,Please help: How can I verify my profile for account account A123?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
453,account_access,I cannot access customer account because it says too many attempts; what should I do?,"In a side note under the comparison table, it says that the account help page says users can reset their customer account for account client ID 7788 by verifying the email link and then setting a new password.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
454,account_access,How can I reset my customer account for account client ID 7788?,"The page does not present it as a direct answer; instead, it states that a paragraph says email access is sometimes required, although it gives no alternative for users without registered email.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.5,2.0,2.0,2.0,1.0"
455,account_access,How can I reset my password for account client ID 7788?,"In a side note under the comparison table, it says that a shipping notice says parcels may arrive late during holidays, unrelated to account recovery.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,2.0,2.0,1.0"
456,account_access,How can I recover my admin dashboard for account account A123?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
457,account_access,Please help: How can I unlock my profile for account account A123?,"After several unrelated lines about customer service, the page says: the account help page says users can unlock their profile for account account A123 by verifying the email link and then setting a new password.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
458,account_access,I cannot access customer account because it says account locked; what should I do?,"The guide notes that login problems may require verification, but it does not mention account registered email or the exact account locked message.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
459,account_access,Can I log in without access to registered email?,"A note in the middle of the article adds that a shipping notice says parcels may arrive late during holidays, unrelated to account recovery. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0"
460,account_access,Can I log in without access to company email?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
461,account_access,How can I reset my password for account registered email?,The account help page says users can reset their password for account registered email by verifying the email link and then setting a new password.,0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,2.0,1.0"
462,account_access,"I was checking the site and couldn't find it clearly, i cannot access password because it says invalid code; what should I do?","A note in the middle of the article adds that a paragraph says email access is sometimes required, although it gives no alternative for users without company email. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
463,account_access,Can I log in without access to old mailbox?,"After several unrelated lines about customer service, the page says: the billing article explains invoice downloads, but it does not help with login or account access. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0"
464,account_access,Can I log in without access to old mailbox?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0"
465,account_access,I cannot access password because it says too many attempts; what should I do?,The account help page says users can verify their password for account user@example.com by verifying the email link and then setting a new password.,0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
466,account_access,Can I log in without access to company email?,"The guide notes that login problems may require verification, but it does not mention account client ID 7788 or the exact account locked message.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
467,account_access,"Can I log in without access to old mailbox? I only need the exact answer, not a general explanation.","After several unrelated lines about customer service, the page says: a shipping notice says parcels may arrive late during holidays, unrelated to account recovery.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
468,account_access,How can I reset my password for account client ID 7788?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,2.0,2.0,1.0"
469,account_access,I cannot access customer account because it says email not found; what should I do?,"In a side note under the comparison table, it says that for the error message 'email not found', the login article instructs users to clear the browser cache and request a new verification code.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
470,account_access,Can I log in without access to company email?,"The guide notes that login problems may require verification, but it does not mention account registered email or the exact account locked message.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
471,account_access,I cannot access admin dashboard because it says too many attempts; what should I do?,"After several unrelated lines about customer service, the page says: the billing article explains invoice downloads, but it does not help with login or account access.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
472,account_access,"In short, can I log in without access to registered email?","According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0"
473,account_access,How can I recover my admin dashboard for account account A123?,A note in the middle of the article adds that the account help page says users can recover their admin dashboard for account account A123 by verifying the email link and then setting a new password.,1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
474,account_access,I cannot access admin dashboard because it says invalid code; what should I do?,"In a side note under the comparison table, it says that the guide notes that login problems may require verification, but it does not mention account user@example.com or the exact invalid code message.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
475,account_access,I cannot access profile because it says too many attempts; what should I do?,"After several unrelated lines about customer service, the page says: a shipping notice says parcels may arrive late during holidays, unrelated to account recovery.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
476,account_access,How can I reset my password for account registered email?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,2.0,1.0"
477,account_access,"How can I unlock my password for account user@example.com? I only need the exact answer, not a general explanation.","For the error message 'too many attempts', the login article instructs users to clear the browser cache and request a new verification code. The same article also includes unrelated marketing text and a link to general support.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
478,account_access,How can I unlock my password for account client ID 7788?,"A paragraph says email access is sometimes required, although it gives no alternative for users without company email.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,1.0,2.5,2.0,2.0,2.0,1.0"
479,account_access,I cannot access profile because it says account locked; what should I do?,"A shipping notice says parcels may arrive late during holidays, unrelated to account recovery.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
480,account_access,Can I log in without access to company email?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0"
481,billing_and_payment,How do I change the payment method to credit card?,"The billing record for reference PAY7788 shows $240 charged to credit card for shipping fee, including tax and service fees.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.5,1.0"
482,billing_and_payment,"Why was I charged $89 for repair service with PayPal? I only need the exact answer, not a general explanation.","A note explains where invoices are downloaded, without confirming the requested target or payment method.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
483,billing_and_payment,Why was I charged $240 for flight ticket with PayPal?,"A note in the middle of the article adds that the product specification page lists model dimensions and battery capacity, not invoice or payment details.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
484,billing_and_payment,Why was I charged $89 for flight ticket with PayPal?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
485,billing_and_payment,Can I get an invoice for reference A1234?,"A note in the middle of the article adds that the billing record for reference A1234 shows $12 charged to PayPal for repair service, including tax and service fees.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0"
486,billing_and_payment,Can I get an invoice for reference A1234?,"The page does not present it as a direct answer; instead, it states that the article says card charges may include tax and handling fees, but it does not identify reference A1234 or the exact $12. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0"
487,billing_and_payment,Please help: Can I get an invoice for reference PAY7788?,"The paragraph continues with a warning about delays, but says that the product specification page lists model dimensions and battery capacity, not invoice or payment details.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
488,billing_and_payment,Why was I charged $12 for monthly subscription with PayPal?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
489,billing_and_payment,Can I get an invoice for reference ORD5555?,"In a side note under the comparison table, it says that in the payment help section, customers can switch the payment method to saved card before the invoice for repair service is finalized.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
490,billing_and_payment,How do I change the payment method to credit card?,"A note explains where invoices are downloaded, without confirming the requested target or payment method.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.5,1.0"
491,billing_and_payment,How do I change the payment method to bank transfer?,"The page does not present it as a direct answer; instead, it states that the return policy says items can be inspected before refunds are issued, but it does not explain the original payment charge.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
492,billing_and_payment,Please help: How do I change the payment method to saved card?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
493,billing_and_payment,How do I change the payment method to saved card?,"The paragraph continues with a warning about delays, but says that the billing record for reference A1234 shows $89 charged to saved card for flight ticket, including tax and service fees.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
494,billing_and_payment,Why was I charged $89 for flight ticket with credit card?,"A note explains where invoices are downloaded, without confirming the requested target or payment method.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,2.5,1.0"
495,billing_and_payment,How do I change the payment method to bank transfer?,"After several unrelated lines about customer service, the page says: the product specification page lists model dimensions and battery capacity, not invoice or payment details.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
496,billing_and_payment,Can I get an invoice for reference INV1001?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
497,billing_and_payment,"I was checking the site and couldn't find it clearly, why was I charged $240 for repair service with PayPal?","The paragraph continues with a warning about delays, but says that the billing record for reference ORD5555 shows $240 charged to PayPal for repair service, including tax and service fees. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,2.0,1.0"
498,billing_and_payment,Why was I charged $89 for shipping fee with saved card?,"The article says card charges may include tax and handling fees, but it does not identify reference A1234 or the exact $89.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0"
499,billing_and_payment,How do I change the payment method to PayPal?,"The product specification page lists model dimensions and battery capacity, not invoice or payment details.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0"
500,billing_and_payment,Why was I charged $89 for monthly subscription with bank transfer?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
501,billing_and_payment,Can I get an invoice for reference INV1001?,"The paragraph continues with a warning about delays, but says that the billing record for reference INV1001 shows $12 charged to PayPal for flight ticket, including tax and service fees.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
502,billing_and_payment,"In short, can I get an invoice for reference ORD5555?","The paragraph continues with a warning about delays, but says that a note explains where invoices are downloaded, without confirming the requested target or payment method.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
503,billing_and_payment,Can I get an invoice for reference PAY7788?,"The page does not present it as a direct answer; instead, it states that the return policy says items can be inspected before refunds are issued, but it does not explain the original payment charge.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
504,billing_and_payment,Why was I charged ₪150 for shipping fee with saved card?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0"
505,billing_and_payment,Why was I charged $89 for shipping fee with PayPal?,"A note in the middle of the article adds that in the payment help section, customers can switch the payment method to PayPal before the invoice for shipping fee is finalized.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0"
506,billing_and_payment,How do I change the payment method to saved card?,"In a side note under the comparison table, it says that a note explains where invoices are downloaded, without confirming the requested target or payment method. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
507,billing_and_payment,"Can I get an invoice for reference PAY7788? I only need the exact answer, not a general explanation.","The return policy says items can be inspected before refunds are issued, but it does not explain the original payment charge.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
508,billing_and_payment,Can I get an invoice for reference ORD5555?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
509,billing_and_payment,Can I get an invoice for reference ORD5555?,"A note in the middle of the article adds that in the payment help section, customers can switch the payment method to credit card before the invoice for repair service is finalized. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
510,billing_and_payment,How do I change the payment method to bank transfer?,"After several unrelated lines about customer service, the page says: a note explains where invoices are downloaded, without confirming the requested target or payment method. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
511,billing_and_payment,How do I change the payment method to credit card?,"After several unrelated lines about customer service, the page says: the product specification page lists model dimensions and battery capacity, not invoice or payment details. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.5,1.0"
512,billing_and_payment,Please help: How do I change the payment method to bank transfer?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
513,billing_and_payment,Why was I charged $12 for shipping fee with PayPal?,"In a side note under the comparison table, it says that the billing record for reference A1234 shows $12 charged to PayPal for shipping fee, including tax and service fees.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0"
514,billing_and_payment,Why was I charged $12 for repair service with saved card?,"The article says card charges may include tax and handling fees, but it does not identify reference INV1001 or the exact $12.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,1.0,2.5,1.0"
515,billing_and_payment,How do I change the payment method to saved card?,"The page does not present it as a direct answer; instead, it states that the product specification page lists model dimensions and battery capacity, not invoice or payment details. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
516,billing_and_payment,Why was I charged $12 for monthly subscription with bank transfer?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
517,billing_and_payment,"Why was I charged ₪150 for monthly subscription with bank transfer? I only need the exact answer, not a general explanation.","The billing record for reference A1234 shows ₪150 charged to bank transfer for monthly subscription, including tax and service fees.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
518,billing_and_payment,Can I get an invoice for reference INV1001?,"A note explains where invoices are downloaded, without confirming the requested target or payment method.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
519,billing_and_payment,How do I change the payment method to saved card?,"The return policy says items can be inspected before refunds are issued, but it does not explain the original payment charge. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
520,billing_and_payment,Can I get an invoice for reference PAY7788?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
521,billing_and_payment,Why was I charged $240 for shipping fee with saved card?,"In the payment help section, customers can switch the payment method to saved card before the invoice for shipping fee is finalized.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0"
522,billing_and_payment,"Can I get an invoice for reference A1234? I only need the exact answer, not a general explanation.","A note explains where invoices are downloaded, without confirming the requested target or payment method. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
523,billing_and_payment,How do I change the payment method to saved card?,"The paragraph continues with a warning about delays, but says that the product specification page lists model dimensions and battery capacity, not invoice or payment details.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0"
524,billing_and_payment,Can I get an invoice for reference A1234?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0"
525,billing_and_payment,Why was I charged ₪150 for shipping fee with PayPal?,"The billing record for reference INV1001 shows ₪150 charged to PayPal for shipping fee, including tax and service fees. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0"
526,billing_and_payment,Can I get an invoice for reference INV1001?,"The article says card charges may include tax and handling fees, but it does not identify reference INV1001 or the exact $240. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,1.0"
527,billing_and_payment,"How do I change the payment method to saved card? I only need the exact answer, not a general explanation.","The paragraph continues with a warning about delays, but says that the return policy says items can be inspected before refunds are issued, but it does not explain the original payment charge.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
528,billing_and_payment,How do I change the payment method to credit card?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.5,1.0"
529,billing_and_payment,Why was I charged ₪150 for shipping fee with credit card?,"In a side note under the comparison table, it says that in the payment help section, customers can switch the payment method to credit card before the invoice for shipping fee is finalized.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,2.0,2.5,1.0"
530,billing_and_payment,How do I change the payment method to credit card?,"After several unrelated lines about customer service, the page says: a note explains where invoices are downloaded, without confirming the requested target or payment method.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.5,1.0"
